"","hsa-miR-148a-3p","hsa-let-7g-5p","hsa-let-7f-5p","hsa-miR-30a-5p","hsa-miR-146b-5p","hsa-miR-200a-3p","hsa-miR-3168","hsa-miR-99b-5p","hsa-miR-23a-3p","hsa-miR-671-3p","hsa-miR-30d-5p","hsa-let-7b-5p","hsa-let-7i-5p","hsa-miR-26a-5p","hsa-miR-21-5p","hsa-let-7a-5p","hsa-miR-99a-5p","hsa-miR-200c-3p","hsa-miR-151a-3p","hsa-miR-423-5p","hsa-miR-200a-5p","hsa-miR-378a-3p","hsa-miR-146a-5p","hsa-miR-141-3p","hsa-miR-25-3p","hsa-miR-200b-3p","hsa-miR-125b-5p","hsa-miR-22-3p","hsa-miR-183-5p","hsa-miR-27a-3p","hsa-miR-224-5p","hsa-miR-143-3p","hsa-miR-193a-5p","hsa-miR-30c-5p","hsa-miR-152-3p","hsa-miR-30a-3p","hsa-miR-423-3p","hsa-miR-27a-5p","hsa-miR-342-3p","hsa-miR-30b-5p","hsa-miR-24-3p","hsa-miR-186-5p","hsa-miR-1246","hsa-miR-744-5p","hsa-miR-222-3p","hsa-miR-320a","hsa-miR-101-3p","hsa-let-7c-5p","hsa-miR-335-3p","hsa-let-7e-5p","hsa-miR-511-5p","hsa-miR-30e-5p","hsa-miR-29c-5p","hsa-miR-375","hsa-miR-532-5p","hsa-miR-30e-3p","hsa-miR-27b-3p","hsa-miR-181a-5p","hsa-miR-191-5p","hsa-miR-182-5p","hsa-miR-92a-3p","hsa-miR-429","hsa-miR-26b-5p","hsa-miR-125a-5p","hsa-miR-181b-5p","hsa-miR-1307-3p","hsa-miR-148b-3p","hsa-miR-28-3p","hsa-miR-29a-3p","hsa-let-7d-5p","hsa-miR-361-3p","hsa-miR-23b-3p","hsa-miR-100-5p","hsa-miR-3615","hsa-let-7d-3p","hsa-miR-98-5p","hsa-miR-103a-3p","hsa-miR-499a-5p","hsa-miR-200b-5p","hsa-miR-7-5p","hsa-miR-146b-3p","hsa-miR-205-5p","hsa-miR-365a-3p|hsa-miR-365b-3p","hsa-miR-484","hsa-miR-148a-5p","hsa-miR-99b-3p","hsa-miR-193b-3p","hsa-miR-941","hsa-miR-10a-5p","hsa-miR-125b-2-3p","hsa-miR-128-3p","hsa-miR-22-5p","hsa-miR-374b-5p","hsa-miR-197-3p","hsa-miR-340-5p","hsa-miR-664a-5p","hsa-miR-140-3p","hsa-miR-3182","hsa-miR-16-5p","hsa-miR-1260b","hsa-miR-181a-2-3p","hsa-miR-885-5p","hsa-miR-652-3p","hsa-miR-345-5p","hsa-miR-196a-5p","hsa-miR-192-5p","hsa-miR-335-5p","hsa-miR-106b-3p","hsa-miR-425-5p","hsa-miR-193a-3p","hsa-miR-6510-3p","hsa-miR-664a-3p","hsa-miR-221-3p","hsa-miR-378d","hsa-miR-195-5p","hsa-miR-92b-3p","hsa-miR-361-5p","hsa-miR-339-5p","hsa-miR-421","hsa-miR-4443","hsa-miR-452-5p","hsa-mir-378c","hsa-miR-218-5p","hsa-miR-28-5p","hsa-miR-326","hsa-let-7b-3p","hsa-miR-20a-5p","hsa-miR-93-5p","hsa-miR-328-3p","hsa-miR-374a-5p","hsa-miR-148b-5p","hsa-miR-339-3p","hsa-miR-181a-3p","hsa-miR-1287-5p","hsa-miR-331-3p","hsa-miR-107","hsa-miR-320b","hsa-miR-30d-3p","hsa-miR-576-5p","hsa-miR-589-5p","hsa-miR-187-3p","hsa-miR-425-3p","hsa-miR-150-5p","hsa-miR-574-3p","hsa-miR-7706","hsa-miR-629-5p","hsa-miR-378c","hsa-miR-147b","hsa-miR-2110","hsa-miR-16-2-3p","hsa-miR-29b-3p","hsa-miR-574-5p","hsa-miR-210-3p","hsa-miR-30c-2-3p","hsa-miR-1301-3p","hsa-miR-1299","hsa-miR-29c-3p","hsa-let-7a-3p","hsa-miR-195-3p","hsa-miR-155-5p","hsa-miR-769-5p","hsa-miR-501-3p","hsa-miR-184","hsa-miR-760","hsa-miR-17-5p","hsa-miR-96-5p","hsa-miR-378g","hsa-miR-19b-3p","hsa-miR-130b-3p","hsa-miR-185-5p","hsa-miR-378e","hsa-miR-340-3p","hsa-miR-1307-5p","hsa-miR-221-5p","hsa-miR-190b","hsa-miR-193b-5p","hsa-miR-365b-5p","hsa-miR-194-5p","hsa-miR-196b-5p","hsa-miR-135a-5p","hsa-miR-106b-5p","hsa-miR-125a-3p","hsa-miR-203a-3p","hsa-miR-885-3p","hsa-miR-598-3p","hsa-miR-223-5p","hsa-miR-1303","hsa-miR-15b-5p","hsa-miR-320c","hsa-miR-199a-3p|hsa-miR-199b-3p","hsa-miR-378f","hsa-miR-320d","hsa-let-7f-1-3p","hsa-miR-324-3p","hsa-miR-342-5p","hsa-mir-30c-2","hsa-miR-24-2-5p","hsa-mir-30c-1","hsa-miR-223-3p","hsa-miR-330-3p","hsa-mir-320b-1","hsa-miR-500a-3p","hsa-mir-320b-2","hsa-mir-320a","hsa-miR-502-3p","hsa-miR-181d-5p","hsa-miR-660-5p","hsa-miR-4429","hsa-miR-511-3p","hsa-miR-378i","Sample_ID","prop_rRNA","Vol_Supernatant","Date_Evs","prop_unmapped","Low_TranscriptomeGenomeRatio","dyad_id"
"184",124654.0140437,14457.9211226,7665.3356267,5951.6044289,19483.4273702,12349.1745841,8.3918282,787.6330164,449.8619321,4.7953304,9560.6899629,12465.461346,12388.1366435,8165.2488197,2293.9661748,8093.0191558,4434.4817772,4345.768165,3632.4627696,613.2028735,688.7293271,1147.482601,431.579735,598.217466,608.4075431,4728.7951798,514.2991842,1450.5874426,531.0828406,729.1899273,652.1649329,28.7719823,541.8723339,733.6855495,308.0999775,360.8486118,604.211629,65.9357928,56.9445484,441.2702985,453.1587218,269.1379181,3.5964978,34.7661453,50.9503854,534.3296789,613.8022898,2338.0232727,375.2346029,99.5031056,727.0919702,332.6760457,28.172566,2622.4463064,91.7106937,327.281299,670.44713,1234.1981588,1195.2360994,1193.4378505,1049.5779389,634.7818602,528.0857591,495.717279,399.8106712,385.42468,383.6264311,355.4538651,315.8923894,303.3046471,290.1174885,195.1100052,184.0208037,155.8482376,154.649405,149.8540747,145.3584524,130.0733368,123.4797575,118.0850108,116.8861782,116.2867619,112.0908478,105.4972686,103.6990197,102.5001871,100.7019382,96.5060241,94.7077752,91.7106937,88.1141959,87.5147796,77.3247025,77.3247025,73.1287884,65.9357928,62.9387114,61.7398788,58.143381,56.9445484,55.7457158,50.3509691,44.9562224,44.3568061,44.3568061,43.1579735,40.7603083,40.7603083,38.3626431,34.7661453,32.3684801,31.7690638,31.7690638,30.4703285,29.3713986,27.5731497,25.1754845,23.9766519,23.3772356,23.3772356,23.3772356,22.0785003,21.5789868,21.5789868,20.3801542,20.3801542,20.3801542,19.7807379,19.7807379,19.7807379,19.1813216,18.5819053,17.982489,17.3830727,16.7836564,16.4839482,16.4339969,16.1842401,16.1842401,15.5848238,15.5848238,14.9854075,14.9854075,14.3859912,13.7865749,13.7865749,13.1871586,13.1871586,13.1871586,13.1871586,12.5877423,11.988326,11.988326,11.988326,11.988326,11.988326,11.3889097,11.3889097,11.3889097,11.3889097,10.7894934,10.1900771,9.5906608,9.5906608,9.5906608,8.9912445,7.7924119,7.7924119,7.7924119,7.7924119,7.1929956,7.1929956,7.1929956,7.1929956,6.5935793,6.5935793,6.5935793,6.5935793,6.5935793,6.5935793,6.5935793,5.994163,5.994163,5.994163,5.994163,5.3947467,5.3947467,5.3947467,5.0450872,4.7953304,4.7953304,4.2458654,4.1959141,4.1959141,4.1959141,3.6964005,3.5964978,3.3966924,2.9970815,2.9970815,2.3976652,2.3976652,1.398638,1.1988326,1.1988326,1.1988326,0.5994163,0.5994163,0.5994163,0.5994163,"MOM.184",0.119892872,100,"2/23/2021",0.135527498,FALSE,184
"48",173082.1753412,12422.5896475,3534.7967879,8655.6446079,12000.8241216,13632.3596711,1.181416,760.831929,939.8164588,14.1769925,5013.3389604,5260.8456206,3480.4516502,3292.6065,3084.6772772,1782.7568025,3986.0977147,1070.3629311,2437.2612879,1619.7213891,538.7257137,3107.7148899,792.730162,992.3894726,500.9204004,1368.0797729,145.3141728,2612.1108617,536.3628816,751.3806006,361.5133079,102.7831954,523.3673052,863.6151243,368.6018041,200.8407266,296.5354257,271.7256889,35.4424812,2506.3741262,519.8230571,294.1725936,1.181416,43.7123934,62.6150501,756.1062648,1060.9116028,386.3230447,138.2256765,27.1725689,414.6770296,517.460225,24.8097368,2118.2789575,73.2477944,199.6593105,509.1903127,687.5841346,973.4868159,871.8850366,622.6062524,780.9160016,356.7876437,72.0663784,348.5177314,270.5442729,1016.0177933,185.4823181,867.1593724,102.7831954,103.9646114,155.3562091,331.9779069,47.2566416,81.5177067,112.2345237,91.559743,577.7124429,80.3362906,67.3407142,125.2301001,66.1592982,125.2301001,101.6017793,264.6371927,174.8495737,252.8230323,17.7212406,414.6770296,137.0442605,27.1725689,310.7124182,61.433634,127.5929322,85.0619548,35.4424812,238.6460398,237.4646238,77.9734586,33.0796491,35.4424812,107.5088595,37.8053132,94.5132831,37.8053132,79.1548746,60.252218,46.0752255,30.716817,128.7743482,5.9070802,14.1769925,96.8761152,108.6902756,7.0884962,24.8097368,10.6327443,10.6327443,17.7212406,20.0840727,23.6283208,165.9889534,54.3451378,1.181416,38.9867293,48.4380576,36.6238972,44.8938095,30.716817,22.4469047,29.535401,35.4424812,4.7256642,25.9911529,7.0884962,49.0287656,28.3539849,25.9911529,15.3584085,12.9955764,68.5221302,36.6238972,0,66.1592982,4.7256642,28.3539849,31.898233,7.0884962,7.0884962,5.9070802,37.8053132,47.2566416,12.9955764,8.2699123,2.3628321,18.9026566,72.0663784,80.3362906,4.7256642,4.7256642,4.7256642,11.8141604,5.9070802,2.3628321,10.6327443,14.1769925,16.5398245,35.4424812,16.5398245,41.3495614,27.1725689,0,7.0884962,2.3628321,10.6327443,25.9911529,0,0,4.7256642,8.2699123,51.9823057,14.1769925,12.9955764,10.6327443,38.9867293,11.8141604,18.9026566,10.6327443,11.7550896,31.898233,17.7212406,12.6805321,9.4513283,21.2654887,3.5442481,21.2654887,5.9070802,24.2190288,2.3628321,0,1.9493365,11.2234524,1.1617258,0.9254426,5.3163722,3.5442481,17.7212406,0,25.9911529,3.5442481,"MOM.048",0.1472667,300,"2/16/2021",0.288875947,FALSE,48
"135",231861.6276786,17520.5987959,3838.6816945,9505.146237,8343.7855484,11873.2713762,4.5028524,324.9558502,886.3114528,12.0076065,9964.4371846,2279.9442792,2774.5075708,3121.9776832,1521.2136451,1654.7982672,833.0276991,1521.9641205,2586.1382443,696.4411755,732.4639949,1797.1384356,269.4206703,623.6450612,520.0794554,1677.3125293,107.3179829,2361.7460983,1178.2463852,765.109675,150.0950809,84.0532453,136.5865236,601.1307991,321.9539486,403.0052923,399.2529152,30.0190162,96.0608518,3723.8589576,689.6868968,411.2605217,24.7656884,14.2590327,22.5142621,294.5615963,565.1079797,405.2567185,131.3331958,21.0133113,656.665979,483.3061606,42.0266227,2119.3425426,78.0494421,264.9178178,357.6015303,711.4506836,1349.3547775,2189.8872306,809.0124862,750.4754046,409.0090955,166.6055398,240.9026049,72.7961142,1138.4711888,129.0817696,726.4601917,156.0988842,391.7481612,198.8759822,216.1369165,153.8474579,105.0665566,120.8265401,154.2226956,369.9843745,52.5332783,34.5218686,108.8189337,128.3312942,145.5922285,79.5503929,433.7747839,110.3198845,536.5899143,13.5085573,351.2224894,149.3446055,51.7828029,214.6359657,105.817032,162.1026874,72.0456388,32.2704424,242.4035557,138.0874744,66.792311,70.544688,56.2856553,219.1388181,38.2742456,97.5618026,62.2894586,62.2894586,24.0152129,18.0114097,51.7828029,138.0874744,9.0057049,72.7961142,84.0532453,71.1700842,12.7580819,29.2685408,39.024721,28.5180654,24.7656884,0.7504754,12.0076065,4.3777732,14.2590327,14.2590327,21.7637867,33.7713932,29.2685408,102.8151304,29.2685408,19.5123605,10.5066557,44.2780489,24.0152129,27.0171146,12.0076065,52.1580406,24.3904506,21.7637867,2.2514262,18.0114097,48.7809013,65.2913602,2.2514262,141.0893761,3.752377,34.5218686,33.7713932,0,0.7504754,1.5009508,18.7618851,23.2647375,13.5085573,24.0152129,3.752377,4.5028524,41.2761473,10.5066557,7.504754,0,12.7580819,30.0190162,0.7504754,3.752377,7.504754,20.2628359,12.0076065,10.5066557,12.7580819,13.5085573,10.0063387,6.7542786,15.0095081,12.0076065,0.7504754,0,6.0038032,2.2514262,0.7504754,6.7542786,84.8037207,2.2514262,12.0076065,3.0019016,23.2647375,8.2552295,18.0114097,15.0095081,3.9024721,4.5028524,7.504754,0.1500951,12.7580819,20.2628359,0.7504754,6.0038032,3.0019016,21.0133113,44.2780489,14.2590327,0.1500951,19.1371228,0.1500951,0.1500951,17.636172,0,17.2609343,0,46.5294751,3.0019016,"MOM.135",0.065648271,150,"2/19/2021",0.18124996,FALSE,135
"50",27513.3901379,5660.2524659,11881.6757594,1344.1886002,14396.7502041,3341.7819876,9.223396,251.4589003,208.0118509,0,1251.4691987,17896.3008068,5851.5165715,6819.9731469,15334.1384985,19292.4316894,404.8585383,2289.3439648,1654.3859694,11401.0882859,333.0131382,4221.0790687,6202.0056178,178.6426164,432.0432843,2875.7577708,33.0100487,1974.2921766,241.2646205,2040.5549949,575.7340844,504.8595681,571.8505493,149.030661,112.622519,488.8399857,642.2396237,383.0136531,59.7093528,52.1040965,1361.6645083,181.5552678,143.2053583,60.1947947,158.7394988,6582.1875266,291.2651355,1868.465844,14.0778149,476.2184965,228.6431313,68.9327487,7.7670703,1250.012873,573.306875,459.2280302,571.3651074,934.475643,289.3233679,253.8861097,242.2355043,114.5642866,237.3810854,25.7284203,327.1878355,150.9724285,64.0783298,343.6928598,222.3323867,426.2179816,344.1783017,34.7090953,66.9909812,23.7866527,51.9422825,108.253542,145.1471258,67.9618649,83.0105636,69.9036325,148.5452191,524.2772438,4.368977,107.7681001,79.6124704,18.4467919,0.9708838,49.0296311,300.0030895,12.1360473,39.8062352,184.4679191,35.9227,22.8157689,74.2726095,49.515073,267.9639246,7.2816284,67.476423,16.5050243,69.4181906,1.9417676,54.369492,50.9713987,50.0005149,25.7284203,32.0391649,79.6124704,0,6.7961865,39.3207933,4.8544189,323.7897423,50.0005149,8.2525122,8.2525122,24.7575365,8.2525122,3.8835351,210.6817813,41.7480027,46.5619682,11.6506054,12.6214892,13.592373,25.7284203,24.2720946,23.3012108,15.0486987,0,2.4272095,59.7093528,24.2720946,9.223396,0,15.5341406,468.5323332,0,0,7.2816284,0,43.6897703,9.223396,17.4759081,13.1069311,889.329547,30.0973973,12.1360473,15.0486987,29.6119554,1.4563257,1.4563257,23.3012108,36.4081419,20.8740014,3.8835351,0.4854419,14.0778149,1.9417676,509.2285452,23.3012108,77.1852609,18.4467919,7.7670703,14.5632568,0,37.8644676,29.1265135,26.6993041,66.9909812,15.0891522,5.8253027,0,2.4272095,5.8253027,65.5346555,31.553723,0,13.1069311,3.8835351,0,43.6897703,35.9227,9.223396,0,79.6124704,15.5341406,2.9126514,171.0697229,7.2816284,15.0486987,63.5605251,5.3398608,0,153.8850799,0.161814,3.8835351,0.161814,15.5341406,7.2816284,4.1748003,83.7387264,3.4466374,3.6084514,45.8742588,37.3790257,0,15.5341406,2.9126514,5.3398608,"MOM.050",0.140853689,150,"2/22/2021",0.171705676,FALSE,50
"126",186672.070176,18927.918658,5722.535044,7941.533459,5719.22722,23338.901595,6.615647,609.742173,611.671737,9.923471,6526.336209,4791.933969,3954.503263,3644.670441,2426.840006,3598.085257,1841.906511,1848.522158,2904.820534,750.875986,571.7022,1340.8631,471.364881,864.4446,721.656876,2117.558488,223.278101,2211.831464,592.100447,747.568162,626.832596,54.027788,326.923245,741.503818,167.596402,735.990779,573.907416,113.017311,59.540827,2112.504868,495.622255,243.125044,19.295638,21.500854,41.899101,589.068275,750.324682,605.05609,167.045098,20.398246,937.768026,360.001482,18.19303,2332.56703,83.246897,325.820637,547.444826,1283.986909,1487.418068,1065.119239,1076.145318,978.013215,378.745816,288.331968,393.631023,73.87473,873.265463,219.418974,1333.604265,228.791141,347.321491,193.78334,229.893749,140.582508,133.415557,116.876438,99.234712,242.57374,55.681699,41.899101,77.182554,179.173785,160.980755,131.761645,311.486734,99.786016,405.208406,25.911286,456.479674,79.387769,62.297347,240.919828,120.735566,100.888624,70.566906,58.438219,284.47284,31.424325,60.092131,12.128687,61.746043,102.542535,50.16866,94.272976,12.128687,76.63125,49.617356,44.65562,27.013894,97.029496,17.641727,27.565198,56.784307,27.61114,17.641727,30.321717,31.424325,22.052158,11.026079,0.551304,34.180845,47.733734,19.846942,3.307824,6.615647,44.104316,43.553012,120.184262,29.770414,17.641727,11.577383,34.732149,6.615647,23.154766,9.372167,39.142581,42.726056,41.899101,11.577383,12.128687,43.553012,20.94955,0.551304,143.339028,13.231295,20.94955,9.372167,13.782599,8.820863,7.718255,45.758228,11.026079,23.154766,9.372167,2.75652,233.201573,76.079946,20.398246,12.128687,8.269559,5.51304,17.090423,7.166951,3.859128,8.269559,8.820863,12.128687,8.820863,5.51304,13.231295,6.385937,1.102608,7.718255,11.577383,3.307824,12.679991,0,1.653912,2.75652,19.295638,25.359982,5.51304,14.333903,6.064343,24.808678,11.026079,4.410432,15.436511,8.352255,11.577383,5.51304,3.803997,6.615647,9.923471,9.372167,1.010724,1.653912,2.940288,7.166951,4.961736,1.185304,8.545211,1.047478,1.047478,10.750427,4.961736,4.410432,3.307824,2.75652,0.551304,"MOM.126",0.056423208,100,"2/19/2021",0.189737206,FALSE,126
"75",177333.9878404,6858.4280324,1899.8589005,3557.9318042,8985.2058296,7583.0035439,22.6918897,757.4396275,743.3550064,12.5196633,7114.2986504,7790.3604667,4469.5197857,3201.9038801,1207.3650261,2842.3548007,2037.5751964,1922.5507902,2647.9087806,2237.8898086,477.312162,1027.0036272,325.5112449,211.2693176,1008.6153718,1865.4298265,238.656081,2586.8754222,1221.4496473,789.9125041,954.624324,41.4713846,546.9527889,568.8621996,153.365875,635.3729107,926.4550816,10.1722264,42.2538635,678.27884,640.8502634,187.01247,18.7794949,44.6013004,77.4654165,1354.6666892,223.0065019,999.6168638,206.5744439,49.2961741,2258.2342615,264.4778865,39.9064267,4338.8458003,81.3778112,321.5988501,429.9721853,799.6934911,1542.2660185,1117.3799464,1111.1201148,388.1095612,107.1996167,375.589898,306.73175,194.0547806,415.4963246,173.7103278,575.1220312,161.1906645,316.9039764,205.009486,311.4266237,190.9248648,227.7013756,38.3414687,60.6421189,114.2419273,104.8521798,15.6495791,91.5500376,89.9850797,111.8944904,184.6650332,212.0517966,58.6859216,241.0035179,42.2538635,981.2286084,67.2931901,150.2359592,259.7830128,72.3793033,79.8128533,10.9547054,112.6769694,147.1060434,44.6013004,61.0333584,3.9123948,90.7675587,82.9427691,32.0816371,85.290206,8.6072685,53.9910478,35.9940319,54.7735268,44.6013004,20.3444528,15.6495791,13.3021422,36.7765108,26.9955239,9.3897474,79.0303744,8.6072685,7.8247895,15.6495791,10.1722264,27.3867634,10.9547054,0,0,14.8671001,21.1269318,5.4773527,6.2598316,7.0423106,9.3897474,22.6918897,30.5166792,12.5196633,21.1269318,0,14.4758607,71.4012046,0,11.7371843,38.3414687,97.0273903,24.2568476,0,86.0726849,25.8218055,25.0393265,5.4773527,3.1299158,0,25.0393265,13.3021422,1.5649579,0,11.7371843,2.3474369,10.1722264,28.9517213,6.2598316,16.432058,4.6948737,19.5619739,25.0393265,0,0.782479,7.0423106,0,14.8671001,3.1299158,6.2598316,0.782479,11.3459448,0.782479,9.3897474,7.0423106,0,6.2598316,0,0,0,3.9123948,16.432058,41.4713846,17.9970159,7.8247895,11.7371843,33.646595,17.9970159,10.9547054,19.3141888,10.1722264,3.1299158,5.9598814,7.0423106,0,17.214537,0.2608263,0,1.4345447,17.214537,0,1.98228,0,1.98228,1.2519663,0,0,0,0.782479,0,3.9123948,"MOM.075",0.098152508,50,"2/22/2021",0.20260151,FALSE,75
"190",173529.4476633,4805.6028619,2483.3369679,3341.7510437,13559.3419866,5508.6307253,19.897015,817.672569,238.76418,55.9011374,13776.3141979,14234.8930199,2872.7499758,5500.1034332,1105.7055481,5551.7409245,1587.9712927,3081.1948949,3942.4514015,1178.6612697,651.8641106,1131.761163,413.0999306,175.2832274,804.4078923,3053.7180646,440.5767608,1801.1535963,1126.55004,438.681807,261.5036258,34.1091686,665.1287873,525.8496822,312.6673786,501.2152827,928.5273668,62.5334757,33.1616917,199.9176269,343.9341165,126.9619053,12.3171998,74.8506755,323.0896246,892.2863752,235.9217493,1979.7529929,217.9196881,80.5355369,2571.45232,199.9176269,16.1071074,5494.4185718,160.1235969,284.2430715,396.9928232,1135.0773321,974.0062583,1043.1720723,1050.7518876,440.5767608,163.9135046,771.2462006,272.8733486,364.7786084,187.6004272,243.5015646,200.8651038,193.2852886,175.2832274,65.3759064,238.76418,321.1946708,201.8125808,61.5859988,54.479922,150.6488279,156.3336893,19.897015,69.1658141,122.2245207,106.1174134,46.4263683,72.9557217,45.4788914,38.8465531,51.1637529,1162.5541624,34.1091686,240.6591339,128.8568591,29.3717841,108.0123672,36.0041224,27.4768302,46.4263683,65.3759064,15.1596305,7.5798152,47.3738452,64.4284295,16.1071074,25.5818764,140.2265819,72.4819832,20.8444919,48.3213222,17.0545843,17.0545843,5.6848614,14.2121536,88.1153522,31.2667379,15.1596305,46.4263683,7.5798152,0,0,18.0020612,2.8424307,39.3202916,35.0566455,6.6323383,3.7899076,15.1596305,17.0545843,6.6323383,33.1616917,3.7899076,12.3171998,26.5293533,12.3171998,12.3171998,0,9.0010306,31.0298686,21.7919688,6.6323383,3.7899076,43.5839376,28.4243071,29.3717841,45.4788914,23.6869226,37.8990762,0.9474769,5.6848614,21.7919688,4.7373845,4.7373845,0,23.6869226,0,39.79403,4.7373845,0,8.5272921,36.0041224,66.3233833,1.8949538,23.6869226,18.9495381,11.3697229,0,17.0545843,9.474769,3.7899076,0,8.5272921,6.6323383,29.3717841,0,37.8990762,0,11.3697229,13.2646767,8.5272921,0,2.8424307,8.5272921,0,10.422246,8.5272921,0.9474769,27.4768302,7.5798152,0,14.6385182,0.9474769,2.8424307,1.3738415,3.7899076,0,22.7394457,0,7.5798152,0,5.6848614,0,0.1894954,8.0535537,0.1894954,0.1894954,21.3182304,0.9474769,6.6323383,0,0,1.8949538,"MOM.190",0.121683588,50,"2/24/2021",0.25688189,FALSE,190
"110",138594.4897567,8209.0287318,4081.4239121,6114.5011214,8303.2526801,7938.646967,7.4485335,838.7048682,1237.7600485,8.9382402,5461.2647365,4529.0807734,4714.17683,4809.1456317,3257.6161109,2922.2458917,1154.1502604,1532.5357604,3052.0365873,1550.0398141,457.3399548,1812.0419787,436.1116344,384.7167535,1067.3748455,1812.6006187,176.5302431,2227.4839327,467.3954749,1489.148053,747.4603332,626.7940911,389.9307269,605.5657707,359.019313,271.4990448,270.7541915,106.8864552,70.0162146,989.7859553,843.9188416,158.2813361,30.5389872,26.4422938,32.0286939,1030.008036,312.0935522,447.0982212,153.8122161,83.4235748,1076.3130857,274.4784582,7.4485335,1532.1633338,100.5552018,277.8302982,498.4931021,696.437879,1007.7865778,636.8496113,822.3180945,467.0230483,286.3961117,117.6868287,318.4248056,254.7398445,729.5838529,247.291311,617.8558509,128.1147756,164.2401629,248.2223777,183.2339232,124.0180822,120.2938155,104.6518952,91.9893883,84.1684282,63.6849611,97.5757884,134.446029,268.5196314,166.1022963,123.6456555,173.9232564,104.2794685,195.5240035,17.5040536,626.7940911,81.1890148,81.1890148,268.8920581,43.9463474,154.5570694,68.8989346,64.4298145,214.5177638,172.4335497,60.3331211,22.7180271,30.5389872,123.2732288,56.2364277,116.5695487,12.6625069,98.3206417,47.2981875,108.0037352,26.8147205,72.2507746,0,20.483467,36.8702407,38.173734,20.1110404,30.5389872,46.1809075,23.8353071,12.6625069,26.0698671,27.5595738,28.3044272,7.8209601,8.5658135,25.6974405,77.464748,23.0904537,43.9463474,31.6562672,18.248907,12.6625069,22.7180271,14.5246403,13.4073602,0.7448533,28.6768538,52.7604454,9.3106668,13.4073602,13.4073602,42.4566408,39.849654,5.5864001,64.4298145,0,44.6912008,21.2283204,13.0349336,2.9794134,16.3867736,15.2694936,21.2283204,8.9382402,0,7.0761068,0,23.4628804,16.3867736,8.1933868,27.1871471,10.4279469,24.5801604,0.7448533,0.7448533,7.0761068,6.7036801,18.9937603,21.2283204,15.6419203,5.5864001,12.4762936,5.2139734,14.8970669,6.3312534,4.8415468,24.9525871,8.9382402,6.7036801,14.1522136,3.7242667,17.8764803,26.8147205,32.4011206,5.9588268,13.4073602,49.1603209,10.4279469,13.7797869,6.5050526,2.23456,11.5452269,4.5436054,2.23456,14.8970669,0,1.9242045,13.4073602,1.9242045,130.3493356,0,0.8193387,6.7036801,0.2979413,0.8193387,11.5452269,7.8209601,10.4279469,3.7242667,16.7592003,1.4897067,"MOM.110",0.148308671,300,"2/18/2021",0.2768482,FALSE,110
"42",234638.0545514,4773.4720585,1558.0396028,3126.0145307,11580.9761087,7356.6565594,26.1931296,735.2140503,258.3184501,49.676625,10843.9556357,7703.4897232,2120.7402826,5456.2998497,679.2149457,2332.9949531,1667.3281779,1622.1676097,3459.299524,1136.2398959,712.6337662,1139.8527413,209.5450364,245.673491,730.6979934,1773.9071188,262.8345069,1992.4842689,960.1136799,545.9912695,308.8982865,55.0958932,653.9250275,816.503073,258.3184501,447.9928365,926.6948594,33.4188205,32.5156091,456.1217388,391.993732,233.0285319,18.0642273,40.6445114,169.8037364,974.5650617,410.0579592,890.5664049,160.7716228,28.9027636,2822.5355124,177.9326387,13.5481705,4624.4421835,83.0954455,343.2203183,362.6393626,872.5021776,1302.4307868,1125.4013595,858.9540071,597.0227116,167.9973137,450.7024706,265.544141,258.3184501,368.5102365,186.9647523,219.4803614,88.5147137,136.384916,55.0958932,180.6422728,330.5753592,117.4174773,66.8376409,44.7089625,333.2849933,109.288575,13.5481705,77.6761773,69.547275,46.9669909,109.288575,165.2876796,53.2894705,125.5463796,18.9674386,1560.7492369,55.9991046,207.7386137,287.2212137,16.2578046,119.2239,77.6761773,58.7087387,70.4504864,27.9995523,16.2578046,9.935325,29.805975,130.9656478,31.6123977,34.3220318,50.5798364,74.0633318,19.87065,21.6770727,38.8380887,7.2256909,11.7417477,3.6128455,102.9660955,10.0858602,46.0637796,39.7413,0,23.4834955,6.3224795,17.1610159,17.1610159,15.234165,11.7417477,14.4513818,18.0642273,8.1289023,18.9674386,31.6123977,19.87065,6.3224795,11.7417477,28.9027636,11.7417477,0,5.4192682,8.580508,26.1931296,5.4192682,3.6128455,11.7417477,37.9348773,5.4192682,0.9032114,35.2252432,22.5802841,39.7413,5.4192682,3.6128455,29.805975,11.7417477,4.5160568,0,1.8064227,36.1284546,11.7417477,0,7.2256909,46.0637796,29.805975,24.3867068,8.1289023,9.935325,2.7096341,0,0,8.1289023,4.5160568,0,0,10.8385364,4.6966991,0.9032114,0,25.2899182,0,22.5802841,0,15.3545932,6.3224795,0,0,10.8385364,11.7417477,4.5160568,4.5160568,7.2256909,0,0.9032114,3.6128455,1.8064227,4.5160568,0,18.0642273,4.5160568,21.6770727,10.8385364,9.935325,0.9032114,0,11.7417477,0,0,0,0,0,0.9032114,0,5.4192682,17.1610159,0,"MOM.042",0.084290176,250,"2/16/2021",0.457313707,FALSE,42
